SKU,Week,Promo Depth %,Traffic,Conversion %,AOV,Base Price,Unit Cost,Units Sold,,,,,
J0239,7,0.22,727,0.11,"1,270.11","1,365.69",670.06,80,,,,,
J0243,7,0.19,956,0.09,958.17,999.00,417.00,86,,,,,
J0244,7,0.23,"5,500",0.02,"1,234.75","1,207.39",532.28,110,,,,,
J0247,7,0.23,911,0.09,723.76,777.00,406.00,82,,,,,
J0248,7,0.27,"4,750",0.02,691.85,854.00,339.25,95,,,,,
J0249,7,0.01,"1,720",0.05,"1,063.03",939.00,419.65,86,,,,,
J0251,7,0.09,"1,056",0.09,810.30,725.00,381.89,95,,,,,
J0254,7,0.26,166,0.68,611.39,750.00,399.56,113,,,,,
J0277,7,0.15,533,0.18,"1,465.57","1,364.00",596.35,96,,,,,
J0278,7,0.20,"1,467",0.06,759.79,761.00,417.90,88,,,,,
J0280,7,0.03,82,1.38,"1,962.34","1,556.00",813.26,113,,,,,
J0281,7,0.07,332,0.28,"1,893.10","1,477.00",674.57,93,,,,,
J0282,7,0.01,277,0.30,"1,332.75",983.14,425.09,83,,,,,
J0283,7,0.20,"1,088",0.08,947.56,857.60,376.63,87,,,,,
J0284,7,0.03,"1,925",0.04,"1,326.15","1,203.87",616.23,77,,,,,
J0285,7,0.04,264,0.33,"1,546.91","1,470.16",630.60,87,,,,,
J0290,7,0.10,"2,867",0.03,555.48,534.00,272.16,86,,,,,
J0291,7,0.27,77,1.00,854.87,859.00,333.69,77,,,,,
J0292,7,0.28,"1,583",0.06,356.91,356.57,176.39,95,,,,,
J0293,7,0.01,"1,660",0.00,601.77,450.00,190.39,83,,,,,
J0294,7,0.24,"2,375",0.04,311.88,377.00,165.72,95,,,,,
J0295,7,0.21,368,0.22,931.99,853.89,346.36,81,,,,,
J0296,7,0.08,412,0.17,572.10,519.00,246.10,70,,,,,
J0297,7,0.08,"2,000",0.05,556.20,574.00,251.53,100,,,,,
J0298,7,0.01,"2,800",0.04,554.36,464.76,210.72,112,,,,,
J0300,7,0.06,113,0.78,301.65,301.00,146.73,88,,,,,
J0301,7,0.01,"3,533",0.03,623.27,507.56,256.28,106,,,,,
J0302,7,0.12,171,0.42,548.96,533.87,271.48,72,,,,,
J0304,7,0.03,"1,300",0.08,354.95,301.00,115.76,104,,,,,
J0305,7,0.02,"1,740",0.00,726.24,586.00,283.14,87,,,,,
J0306,7,0.23,933,0.09,824.73,791.00,315.10,84,,,,,
J0307,7,0.11,392,0.26,590.87,518.00,269.35,102,,,,,
J0308,7,0.27,"3,633",0.03,580.00,661.04,292.65,109,,,,,
J0310,7,0.02,"1,650",0.06,423.15,323.00,134.01,99,,,,,
J0323,7,0.21,613,0.15,576.66,534.00,284.17,92,,,,,
J0328,7,0.19,"9,800",0.01,830.50,939.00,424.36,98,,,,,
J0329,7,0.17,677,0.13,874.17,852.00,397.26,88,,,,,
J0330,7,0.10,"8,900",0.01,594.91,575.00,297.16,89,,,,,
J0331,7,0.02,463,0.19,869.56,832.00,355.42,88,,,,,
J0332,7,0.05,"1,467",0.06,814.82,668.00,335.52,88,,,,,
J0333,7,0.07,"1,820",0.05,"1,112.74",885.00,483.09,91,,,,,
J0334,7,0.08,274,0.38,607.41,596.41,262.58,104,,,,,
J0335,7,0.21,"1,300",0.07,"1,037.31",984.04,511.59,91,,,,,
J0336,7,0.04,"2,756",0.09,861.00,665.00,259.43,248,,,,,
J0337,7,0.01,238,0.42,739.19,545.00,211.37,100,,,,,
J0338,7,0.24,514,0.14,780.84,899.00,354.63,72,,,,,
J0339,7,0.22,613,0.15,849.46,797.03,388.21,92,,,,,
J0340,7,0.17,"2,667",0.03,626.87,649.84,355.71,80,,,,,
J0341,7,0.28,"2,725",0.04,789.70,882.16,345.97,109,,,,,
J0342,7,0.25,557,0.14,530.39,662.36,316.08,78,,,,,
J0343,7,0.02,"1,680",0.00,923.99,885.00,341.32,84,,,,,
J0344,7,0.07,900,0.08,692.18,571.59,220.74,72,,,,,
J0345,7,0.02,"1,417",0.06,564.74,478.00,193.58,85,,,,,
J0346,7,0.15,"2,500",0.03,463.06,478.00,238.97,75,,,,,
J0348,7,0.27,264,0.39,389.64,478.00,193.74,103,,,,,
J0349,7,0.05,"4,150",0.02,"1,083.59",888.00,440.56,83,,,,,
J0350,7,0.05,"1,380",0.00,497.82,499.00,260.07,69,,,,,
J0351,7,0.22,"3,633",0.03,864.45,832.00,378.85,109,,,,,
J0352,7,0.16,"3,433",0.03,605.65,669.00,261.48,103,,,,,
J0353,7,0.23,50,1.48,539.67,627.44,270.85,74,,,,,
J0354,7,0.16,530,0.20,632.18,635.00,287.71,106,,,,,
J0355,7,0.30,830,0.10,540.01,632.48,337.42,83,,,,,
J0370,7,0.25,971,0.07,0.00,0.00,0.00,68,,,,,
J0372,7,0.10,862,0.08,"1,149.58","1,099.00",507.61,69,,,,,
J0373,7,0.27,"1,600",0.05,578.39,571.09,228.92,80,,,,,
J0374,7,0.10,645,0.11,704.32,614.00,249.52,71,,,,,
J0376,7,0.23,"1,717",0.06,857.31,"1,052.15",454.01,103,,,,,
J0377,7,0.07,385,0.27,"1,111.32",995.34,428.57,104,,,,,
J0378,7,0.18,"1,820",0.00,"1,274.50","1,146.00",560.26,91,,,,,
J0379,7,0.29,580,0.15,"1,093.06","1,332.33",666.28,87,,,,,
J0381,7,0.17,368,0.28,778.51,866.00,357.04,103,,,,,
J0382,7,0.09,"3,133",0.03,"1,601.65","1,338.00",538.68,94,,,,,
J0385,7,0.03,957,0.07,"1,087.13",888.00,395.27,67,,,,,
J0386,7,0.26,200,0.34,885.68,957.79,457.39,68,,,,,
J0388,7,0.12,53,1.91,648.95,690.00,290.23,101,,,,,
J0389,7,0.07,395,0.19,679.78,665.00,254.83,75,,,,,
J0390,7,0.04,153,0.47,760.74,625.00,277.21,72,,,,,
J0391,7,0.02,938,0.08,759.20,690.00,364.10,75,,,,,
J0395,7,0.02,"1,183",0.06,"1,032.43",859.00,339.09,71,,,,,
J0396,7,0.13,238,0.40,927.22,859.00,397.78,95,,,,,
J0397,7,0.14,348,0.21,980.63,992.20,461.12,73,,,,,
J0399,7,0.05,106,0.72,"1,038.47",791.00,347.65,76,,,,,
J0400,7,0.01,755,0.11,"1,143.68",859.00,369.94,83,,,,,
J0401,7,0.17,"3,450",0.02,887.12,820.38,340.22,69,,,,,
J0402,7,0.22,592,0.13,578.12,688.00,356.75,77,,,,,
J0413,7,0.01,"1,580",0.00,797.52,741.00,379.78,79,,,,,
J0414,7,0.08,383,0.24,995.34,885.00,352.85,92,,,,,
J0415,7,0.29,"1,683",0.06,706.11,899.00,442.79,101,,,,,
J0416,7,0.02,300,0.27,"1,125.75",825.00,401.07,81,,,,,
J0418,7,0.23,"2,300",0.03,637.56,749.00,294.70,69,,,,,
J0419,7,0.28,265,0.26,695.16,791.00,350.09,69,,,,,
JNE1408,7,0.17,"1,520",0.00,300.02,307.00,140.53,76,,,,,
JNE1906,7,0.17,332,0.25,403.87,382.00,171.73,83,,,,,
JNE1951,7,0.13,288,0.25,370.64,389.00,211.93,72,,,,,
JNE1977,7,0.18,"2,000",0.04,296.33,301.00,163.64,80,,,,,
JNE1998,7,0.05,"8,900",0.01,327.74,301.00,123.46,89,,,,,
JNE2009,7,0.06,142,0.62,385.00,301.00,147.12,88,,,,,
JNE2014,7,0.05,880,0.10,341.82,338.11,178.65,88,,,,,
JNE2032,7,0.20,692,0.13,160.20,146.19,67.43,90,,,,,
JNE2049,7,0.18,"2,667",0.03,480.51,436.80,183.06,80,,,,,
JNE2086,7,0.17,733,0.12,653.66,682.36,350.26,88,,,,,
JNE2100,7,0.06,"1,157",0.07,317.49,254.67,113.10,81,,,,,
JNE2113,7,0.09,850,0.12,523.27,542.00,293.34,102,,,,,
JNE2131,7,0.26,"1,088",0.08,615.42,599.00,264.89,87,,,,,
JNE2153,7,0.25,"9,700",0.01,410.10,443.00,202.93,97,,,,,
JNE2171,7,0.27,29,2.56,442.25,524.00,223.52,74,,,,,
JNE2199,7,0.21,60,1.25,328.48,353.30,135.70,75,,,,,
JNE2205,7,0.01,621,0.14,378.25,356.00,164.55,87,,,,,
JNE2251,7,0.20,"1,178",0.09,445.69,399.00,197.54,106,,,,,
JNE2265,7,0.00,"1,760",0.00,344.66,324.00,163.28,88,,,,,
JNE2270,7,0.16,700,0.11,568.43,529.00,283.89,77,,,,,
JNE2291,7,0.23,400,0.25,354.43,382.00,208.45,100,,,,,
JNE2305,7,0.02,49,1.52,459.92,339.56,131.19,74,,,,,
JNE3030,7,0.21,426,0.19,660.57,736.00,300.20,81,,,,,
JNE3042,7,0.16,618,0.11,307.61,296.22,127.87,68,,,,,
JNE3068,7,0.08,"2,020",0.05,780.44,696.00,362.30,101,,,,,
JNE3160,7,0.07,856,0.09,897.38,744.54,389.70,77,,,,,
JNE3252,7,0.07,"2,933",0.03,478.35,479.00,243.07,88,,,,,
JNE3255,7,0.08,"1,825",0.04,500.83,487.00,222.38,73,,,,,
JNE3256,7,0.23,488,0.16,401.81,463.81,198.75,78,,,,,
JNE3261,7,0.18,61,1.31,407.04,379.40,166.09,80,,,,,
JNE3265,7,0.27,345,0.20,259.11,318.00,159.77,69,,,,,
JNE3270,7,0.01,811,0.09,465.49,375.94,145.74,73,,,,,
JNE3273,7,0.14,382,0.17,459.70,475.00,201.66,65,,,,,
JNE3284,7,0.25,"1,460",0.05,320.61,316.29,167.65,73,,,,,
JNE3288,7,0.17,126,0.53,487.86,426.00,203.91,67,,,,,
JNE3291,7,0.25,660,0.10,430.15,465.73,236.54,66,,,,,
JNE3294,7,0.11,870,0.10,441.58,422.87,206.99,87,,,,,
JNE3311,7,0.17,120,0.61,562.76,599.00,252.28,73,,,,,
JNE3313,7,0.15,"2,200",0.04,528.05,582.00,318.68,88,,,,,
JNE3323,7,0.08,867,0.09,316.79,301.00,159.61,78,,,,,
JNE3334,7,0.24,690,0.10,309.10,318.00,172.41,69,,,,,
JNE3338,7,0.17,527,0.15,0.00,0.00,0.00,79,,,,,
JNE3339,7,0.19,513,0.15,341.03,305.00,119.65,77,,,,,
JNE3342,7,0.24,"7,900",0.01,383.05,424.00,215.75,79,,,,,
JNE3363,7,0.29,557,0.14,293.00,319.20,162.01,78,,,,,
JNE3364,7,0.23,962,0.08,299.35,318.33,128.79,77,,,,,
JNE3365,7,0.12,767,0.12,419.48,387.73,166.87,92,,,,,
JNE3366,7,0.24,493,0.15,332.05,382.00,179.31,74,,,,,
JNE3368,7,0.05,178,0.37,527.58,459.25,244.95,66,,,,,
JNE3370,7,0.14,"1,078",0.09,318.64,305.00,116.59,97,,,,,
JNE3371,7,0.10,825,0.08,409.71,350.90,164.75,66,,,,,
JNE3373,7,0.16,988,0.08,442.57,382.00,198.85,79,,,,,
JNE3375,7,0.13,950,0.08,305.15,301.00,140.51,76,,,,,
JNE3376,7,0.29,822,0.09,326.59,432.00,205.74,74,,,,,
JNE3384,7,0.01,234,0.32,364.65,301.00,134.04,75,,,,,
JNE3389,7,0.19,173,0.41,443.38,441.24,195.04,71,,,,,
JNE3391,7,0.08,425,0.16,430.25,421.72,228.70,68,,,,,
JNE3395,7,0.09,980,0.10,398.84,333.00,160.72,98,,,,,
JNE3396,7,0.06,60,1.39,634.68,484.10,235.43,84,,,,,
JNE3399,7,0.13,"2,667",0.03,546.73,455.04,211.35,80,,,,,
JNE3400,7,0.05,650,0.10,487.93,459.00,185.62,65,,,,,
JNE3401,7,0.19,569,0.13,330.70,301.00,131.84,74,,,,,
JNE3403,7,0.07,"1,700",0.00,481.12,399.00,208.40,85,,,,,
JNE3404,7,0.15,692,0.13,518.58,504.69,271.52,90,,,,,
JNE3405,7,0.20,962,0.08,403.65,407.17,179.47,77,,,,,
JNE3407,7,0.27,288,0.26,293.71,298.61,162.89,75,,,,,
JNE3412,7,0.15,900,0.10,450.37,435.00,169.72,90,,,,,
JNE3413,7,0.23,"2,667",0.03,453.48,498.84,261.31,80,,,,,
JNE3416,7,0.05,"1,043",0.07,349.61,301.00,123.80,73,,,,,
JNE3421,7,0.27,912,0.08,410.60,449.00,197.85,73,,,,,
JNE3422,7,0.12,840,0.10,295.65,301.00,142.10,84,,,,,
JNE3423,7,0.27,789,0.09,337.21,338.33,154.70,71,,,,,
JNE3429,7,0.18,179,0.42,335.33,318.00,125.96,75,,,,,
JNE3431,7,0.06,412,0.16,398.05,333.00,172.07,66,,,,,
JNE3434,7,0.21,148,0.46,288.81,337.00,181.38,68,,,,,
JNE3435,7,0.01,165,0.43,608.19,487.00,264.59,71,,,,,
JNE3437,7,0.09,"3,500",0.02,513.91,517.00,282.75,70,,,,,
JNE3438,7,0.04,46,1.71,474.81,459.00,245.08,78,,,,,
JNE3439,7,0.30,"1,680",0.05,405.31,469.00,203.49,84,,,,,
JNE3440,7,0.03,577,0.13,477.37,413.22,222.27,75,,,,,
JNE3445,7,0.15,507,0.14,519.96,487.00,197.90,71,,,,,
JNE3446,7,0.22,"2,433",0.03,265.63,314.97,171.99,73,,,,,
JNE3449,7,0.24,"2,400",0.03,274.71,301.00,151.13,72,,,,,
JNE3451,7,0.05,447,0.19,382.13,362.00,191.83,85,,,,,
JNE3452,7,0.00,640,0.10,413.38,296.22,127.84,64,,,,,
JNE3454,7,0.18,778,0.09,450.72,441.00,195.40,70,,,,,
JNE3456,7,0.28,"1,033",0.06,279.70,301.00,130.73,62,,,,,
JNE3457,7,0.20,"2,075",0.04,371.52,399.00,159.93,83,,,,,
JNE3458,7,0.24,231,0.29,308.75,375.06,159.42,67,,,,,
JNE3459,7,0.20,231,0.36,450.86,405.00,159.05,83,,,,,
JNE3461,7,0.08,615,0.13,422.21,399.00,164.95,80,,,,,
JNE3463,7,0.23,"1,150",0.06,529.64,574.00,288.18,69,,,,,
JNE3465,7,0.20,462,0.16,513.11,502.08,261.00,74,,,,,
JNE3466,7,0.09,61,1.10,736.86,764.88,323.08,67,,,,,
JNE3467,7,0.11,609,0.11,0.00,0.00,0.00,67,,,,,
JNE3468,7,0.03,812,0.08,475.56,396.08,163.52,65,,,,,
JNE3470,7,0.07,"2,333",0.03,214.12,200.67,76.58,70,,,,,
JNE3472,7,0.01,655,0.11,338.41,319.00,155.28,72,,,,,
JNE3473,7,0.29,473,0.15,382.72,487.00,203.57,71,,,,,
JNE3475,7,0.22,789,0.09,354.09,333.00,130.46,71,,,,,
JNE3476,7,0.01,347,0.19,504.95,395.36,159.75,66,,,,,
JNE3479,7,0.02,"6,900",0.01,331.54,297.42,141.89,69,,,,,
JNE3480,7,0.24,875,0.08,245.45,301.00,156.31,70,,,,,
JNE3481,7,0.03,"4,500",0.02,359.19,286.67,121.08,90,,,,,
JNE3482,7,0.02,"1,500",0.06,389.66,318.00,134.11,90,,,,,
JNE3484,7,0.24,664,0.14,271.87,300.20,159.85,93,,,,,
JNE3487,7,0.25,"1,214",0.07,296.70,336.04,133.26,85,,,,,
JNE3489,7,0.09,670,0.10,498.96,487.00,192.06,67,,,,,
JNE3500,7,0.10,"1,575",0.04,402.26,348.00,172.47,63,,,,,
JNE3501,7,0.25,"1,317",0.06,349.97,335.77,133.55,79,,,,,
JNE3504,7,0.04,"1,420",0.05,489.77,459.00,251.60,71,,,,,
JNE3506,7,0.05,"7,200",0.01,759.49,635.00,251.51,72,,,,,
JNE3510,7,0.15,166,0.41,479.81,471.00,251.74,68,,,,,
JNE3515,7,0.30,237,0.27,396.04,469.00,232.49,64,,,,,
JNE3516,7,0.09,450,0.16,363.79,351.00,136.36,72,,,,,
JNE3517,7,0.06,59,1.45,567.57,451.00,237.12,85,,,,,
JNE3518,7,0.13,710,0.10,515.19,485.45,188.55,71,,,,,
JNE3520,7,0.24,248,0.25,394.93,419.00,194.91,62,,,,,
JNE3522,7,0.14,"1,000",0.07,279.98,281.46,127.37,70,,,,,
JNE3526,7,0.28,"1,233",0.06,241.35,301.00,133.92,74,,,,,
JNE3530,7,0.17,"2,367",0.03,319.14,356.00,178.05,71,,,,,
JNE3532,7,0.04,"8,700",0.01,448.01,359.00,156.41,87,,,,,
JNE3534,7,0.06,686,0.14,362.79,345.00,145.62,96,,,,,
JNE3543,7,0.01,609,0.11,441.53,345.32,157.67,67,,,,,
JNE3544,7,0.00,44,1.83,379.72,320.00,151.98,80,,,,,
JNE3546,7,0.26,711,0.09,378.95,428.34,210.04,64,,,,,
JNE3548,7,0.21,"1,925",0.04,495.92,517.00,271.78,77,,,,,
JNE3549,7,0.05,492,0.12,178.04,159.00,66.87,59,,,,,
JNE3550,7,0.23,710,0.10,251.52,301.00,133.92,71,,,,,
JNE3553,7,0.14,396,0.23,515.03,517.00,275.46,91,,,,,
JNE3554,7,0.02,"1,300",0.07,649.69,517.00,276.96,91,,,,,
JNE3559,7,0.16,583,0.12,524.86,487.00,191.32,70,,,,,
JNE3560,7,0.25,609,0.11,430.17,498.67,268.10,67,,,,,
JNE3562,7,0.23,583,0.12,443.87,476.00,195.30,70,,,,,
JNE3563,7,0.05,"4,000",0.02,483.13,455.00,195.62,80,,,,,
JNE3564,7,0.14,"2,950",0.02,459.39,475.41,254.90,59,,,,,
JNE3565,7,0.08,76,0.84,309.55,318.00,170.31,64,,,,,
JNE3567,7,0.27,223,0.31,340.50,342.00,130.74,69,,,,,
JNE3568,7,0.26,"3,900",0.02,310.06,372.86,181.35,78,,,,,
JNE3571,7,0.22,"2,933",0.03,429.10,487.00,200.56,88,,,,,
JNE3573,7,0.03,"2,133",0.03,404.02,362.86,141.14,64,,,,,
JNE3574,7,0.01,"1,575",0.04,326.18,301.00,115.10,63,,,,,
JNE3577,7,0.15,"2,300",0.03,735.61,679.43,364.04,69,,,,,
JNE3578,7,0.17,487,0.15,546.72,612.00,255.75,73,,,,,
JNE3579,7,0.29,134,0.47,234.43,301.00,136.98,63,,,,,
JNE3581,7,0.12,862,0.08,712.84,635.00,303.46,69,,,,,
JNE3601,7,0.13,988,0.08,300.27,295.27,115.00,79,,,,,
JNE3602,7,0.16,642,0.12,434.96,399.00,157.97,77,,,,,
JNE3603,7,0.15,"2,467",0.03,318.56,301.00,141.28,74,,,,,
JNE3605,7,0.14,790,0.10,506.69,517.00,274.58,79,,,,,
JNE3606,7,0.28,"1,380",0.00,440.93,479.27,223.46,69,,,,,
JNE3607,7,0.02,"4,600",0.02,502.92,470.51,257.87,92,,,,,
JNE3608,7,0.01,214,0.28,418.95,341.90,160.81,60,,,,,
JNE3609,7,0.04,"3,300",0.02,655.97,568.00,306.96,66,,,,,
JNE3611,7,0.26,"3,000",0.02,396.95,469.00,248.58,60,,,,,
JNE3612,7,0.22,473,0.15,379.78,386.00,169.70,71,,,,,
JNE3613,7,0.27,"1,800",0.05,300.45,303.75,128.54,90,,,,,
JNE3614,7,0.17,100,0.81,533.21,459.00,206.93,81,,,,,
JNE3615,7,0.00,63,0.98,402.81,319.00,123.27,62,,,,,
JNE3616,7,0.18,288,0.25,312.69,320.00,155.61,72,,,,,
JNE3618,7,0.20,"1,329",0.07,349.40,386.91,155.67,93,,,,,
JNE3619,7,0.27,"1,700",0.05,247.51,297.42,152.27,85,,,,,
JNE3620,7,0.30,"8,900",0.01,277.05,325.00,125.53,89,,,,,
JNE3621,7,0.13,558,0.12,499.46,487.12,266.91,67,,,,,
JNE3622,7,0.10,950,0.08,430.27,349.00,134.41,76,,,,,
JNE3623,7,0.24,582,0.11,308.89,344.76,187.09,64,,,,,
JNE3625,7,0.03,173,0.49,489.16,427.11,196.59,85,,,,,
JNE3627,7,0.19,900,0.07,315.59,329.00,125.41,63,,,,,
JNE3629,7,0.29,540,0.15,475.75,499.00,227.47,81,,,,,
JNE3631,7,0.04,875,0.08,597.53,487.12,213.72,70,,,,,
JNE3633,7,0.12,469,0.13,425.79,382.50,176.36,61,,,,,
JNE3634,7,0.25,206,0.35,444.37,507.73,224.93,72,,,,,
JNE3636,7,0.24,650,0.10,466.14,459.00,216.98,65,,,,,
JNE3637,7,0.21,800,0.08,419.21,499.00,221.21,64,,,,,
JNE3638,7,0.28,197,0.29,500.87,513.48,231.41,57,,,,,
JNE3639,7,0.10,281,0.27,573.18,518.00,205.54,76,,,,,
JNE3640,7,0.11,479,0.14,548.33,518.00,280.90,67,,,,,
JNE3641,7,0.13,13,4.60,373.38,350.63,176.10,61,,,,,
JNE3642,7,0.00,"1,875",0.04,412.03,321.00,124.69,75,,,,,
JNE3644,7,0.22,111,0.65,250.86,305.00,144.12,72,,,,,
JNE3645,7,0.27,550,0.12,487.67,493.00,219.18,66,,,,,
JNE3648,7,0.26,664,0.11,458.02,513.07,265.78,73,,,,,
JNE3649,7,0.13,"8,800",0.01,383.76,377.00,199.05,88,,,,,
JNE3651,7,0.06,388,0.16,534.83,518.00,244.07,62,,,,,
JNE3652,7,0.28,180,0.35,292.96,338.00,165.60,63,,,,,
JNE3654,7,0.19,291,0.23,329.21,332.13,178.28,67,,,,,
JNE3656,7,0.12,"8,000",0.01,596.01,568.53,217.38,80,,,,,
JNE3658,7,0.06,"2,950",0.02,414.84,342.76,157.28,59,,,,,
JNE3659,7,0.21,914,0.07,465.08,491.70,244.56,64,,,,,
JNE3660,7,0.17,43,1.40,426.94,371.00,152.72,60,,,,,
JNE3665,7,0.25,500,0.13,514.92,545.00,223.54,65,,,,,
JNE3668,7,0.30,"1,450",0.04,483.21,518.00,230.88,58,,,,,
JNE3670,7,0.09,431,0.13,384.25,388.00,151.88,56,,,,,
JNE3671,7,0.21,119,0.52,704.51,750.00,302.08,62,,,,,
JNE3672,7,0.25,"1,260",0.05,502.78,574.00,311.29,63,,,,,
JNE3673,7,0.19,"1,067",0.06,606.16,599.00,326.77,64,,,,,
JNE3674,7,0.22,833,0.09,605.04,574.00,278.96,75,,,,,
JNE3675,7,0.30,203,0.32,432.91,574.00,236.61,65,,,,,
JNE3678,7,0.09,"1,750",0.04,533.35,545.00,285.81,70,,,,,
JNE3679,7,0.25,"3,350",0.02,403.27,399.00,179.15,67,,,,,
JNE3684,7,0.17,"1,520",0.05,280.93,301.00,115.92,76,,,,,
JNE3686,7,0.06,195,0.44,512.98,425.00,172.91,86,,,,,
JNE3687,7,0.26,154,0.48,500.09,545.00,222.08,74,,,,,
JNE3688,7,0.17,"1,217",0.06,635.20,570.48,268.31,73,,,,,
JNE3689,7,0.30,440,0.15,328.33,428.83,205.62,66,,,,,
JNE3690,7,0.17,"1,500",0.05,495.52,545.00,274.42,75,,,,,
JNE3691,7,0.15,900,0.08,724.78,684.94,370.16,72,,,,,
JNE3695,7,0.24,"1,320",0.00,315.97,301.00,123.95,66,,,,,
JNE3697,7,0.04,750,0.12,555.01,483.69,183.83,90,,,,,
JNE3698,7,0.24,"2,300",0.03,353.10,399.00,151.85,69,,,,,
JNE3701,7,0.26,"1,140",0.00,311.07,333.00,139.62,57,,,,,
JNE3703,7,0.05,"3,050",0.02,393.37,301.00,122.07,61,,,,,
JNE3704,7,0.07,"2,400",0.03,608.22,487.00,247.37,72,,,,,
JNE3706,7,0.22,115,0.55,483.21,443.00,209.72,63,,,,,
JNE3707,7,0.16,276,0.25,422.10,475.00,250.82,69,,,,,
JNE3708,7,0.08,"3,100",0.02,750.75,749.00,290.47,62,,,,,
JNE3709,7,0.16,"6,000",0.01,840.46,792.00,353.98,60,,,,,
JNE3710,7,0.19,825,0.08,757.11,699.00,357.28,66,,,,,
JNE3712,7,0.18,"1,200",0.05,581.43,616.67,268.75,60,,,,,
JNE3713,7,0.05,"6,000",0.01,381.27,354.00,157.50,60,,,,,
JNE3714,7,0.24,673,0.11,490.57,487.00,238.20,74,,,,,
JNE3716,7,0.02,956,0.09,452.88,432.00,188.28,86,,,,,
JNE3718,7,0.01,"3,350",0.02,527.96,452.21,189.34,67,,,,,
JNE3720,7,0.15,388,0.17,532.80,510.85,206.96,66,,,,,
JNE3721,7,0.16,"1,100",0.06,314.27,300.23,136.96,66,,,,,
JNE3722,7,0.22,237,0.35,306.39,301.00,136.85,83,,,,,
JNE3724,7,0.17,"1,675",0.04,486.32,499.00,200.08,67,,,,,
JNE3726,7,0.01,658,0.12,413.09,330.00,173.98,79,,,,,
JNE3729,7,0.03,462,0.13,405.34,333.00,148.03,60,,,,,
JNE3730,7,0.12,"3,900",0.02,328.89,301.00,149.22,78,,,,,
JNE3732,7,0.22,"2,500",0.03,428.35,431.00,185.46,75,,,,,
JNE3734,7,0.29,"1,075",0.08,349.10,431.00,217.03,86,,,,,
JNE3735,7,0.13,"1,800",0.04,310.77,330.86,169.99,72,,,,,
JNE3738,7,0.24,330,0.20,317.79,383.00,201.77,66,,,,,
JNE3739,7,0.06,"1,062",0.08,485.54,457.68,250.59,85,,,,,
JNE3740,7,0.11,393,0.15,328.18,301.00,147.61,59,,,,,
JNE3741,7,0.18,300,0.75,505.91,459.00,206.42,225,,,,,
JNE3742,7,0.27,"1,360",0.05,408.53,432.00,208.79,68,,,,,
JNE3745,7,0.20,194,0.32,0.00,0.00,0.00,62,,,,,
JNE3748,7,0.10,"2,850",0.02,454.95,431.00,199.39,57,,,,,
JNE3749,7,0.07,"3,650",0.02,519.75,469.00,195.47,73,,,,,
JNE3750,7,0.19,410,0.20,523.39,544.00,244.06,82,,,,,
JNE3751,7,0.10,"1,360",0.00,233.93,232.67,112.28,68,,,,,
JNE3752,7,0.16,571,0.14,310.50,345.00,153.26,80,,,,,
JNE3753,7,0.23,786,0.07,459.68,475.00,191.61,55,,,,,
JNE3756,7,0.20,912,0.08,543.97,487.00,189.24,73,,,,,
JNE3757,7,0.27,35,1.68,394.04,487.00,255.67,59,,,,,
JNE3758,7,0.05,"1,600",0.00,380.90,376.00,147.57,80,,,,,
JNE3759,7,0.02,622,0.09,731.33,564.14,263.08,56,,,,,
JNE3760,7,0.30,"1,100",0.07,349.04,438.00,221.67,77,,,,,
JNE3761,7,0.01,886,0.07,397.83,299.81,141.49,62,,,,,
JNE3763,7,0.24,"1,100",0.05,452.23,459.00,214.01,55,,,,,
JNE3764,7,0.14,311,0.18,473.87,399.00,197.15,56,,,,,
JNE3765,7,0.10,406,0.17,541.94,504.69,223.24,69,,,,,
JNE3766,7,0.27,744,0.09,483.72,517.00,263.24,67,,,,,
JNE3767,7,0.21,80,0.88,466.56,487.00,261.57,70,,,,,
JNE3768,7,0.07,943,0.07,575.52,487.00,257.18,66,,,,,
JNE3769,7,0.28,630,0.10,423.35,487.00,257.25,63,,,,,
JNE3770,7,0.11,259,0.32,483.72,487.00,248.81,83,,,,,
JNE3771,7,0.20,274,0.23,339.85,346.00,181.37,63,,,,,
JNE3773,7,0.19,"1,140",0.05,293.94,293.84,154.67,57,,,,,
JNE3774,7,0.07,"2,833",0.03,539.24,434.75,191.75,85,,,,,
JNE3776,7,0.21,91,0.82,310.89,301.00,147.86,75,,,,,
JNE3777,7,0.05,700,0.09,394.70,324.00,171.56,63,,,,,
JNE3778,7,0.14,246,0.26,322.61,344.25,136.86,64,,,,,
JNE3780,7,0.08,197,0.35,389.36,325.00,127.26,69,,,,,
JNE3781,7,0.12,79,0.75,464.85,431.18,188.22,59,,,,,
JNE3782,7,0.05,305,0.19,704.36,544.00,283.26,58,,,,,
JNE3783,7,0.09,109,0.57,645.46,517.00,267.45,62,,,,,
JNE3784,7,0.05,"1,580",0.05,509.47,501.53,272.35,79,,,,,
JNE3785,7,0.05,"2,050",0.04,365.23,287.50,149.87,82,,,,,
JNE3786,7,0.27,"2,433",0.03,270.87,349.00,175.42,73,,,,,
JNE3787,7,0.28,126,0.53,412.14,485.71,252.53,67,,,,,
JNE3788,7,0.10,183,0.41,534.78,479.27,257.33,75,,,,,
JNE3789,7,0.09,"3,300",0.02,488.30,487.00,260.51,66,,,,,
JNE3790,7,0.16,118,0.57,270.51,245.60,130.04,67,,,,,
